collation_name;column_name;default_expr;formatted_type;generated_kind;identity_kind;not_null;object_name;object_type;ordinal_position;schema_name;type_name;type_schema
pg_catalog.default;entity_id;;text;;;false;operational_insights_interactions;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;status;;text;;;true;operational_insights_interactions;BASE TABLE;6;public;text;pg_catalog
;metadata;'{}'::jsonb;jsonb;;;false;operational_insights_interactions;BASE TABLE;7;public;jsonb;pg_catalog
;expires_at;;timestamp with time zone;;;false;operational_insights_interactions;BASE TABLE;8;public;timestamptz;pg_catalog
;created_at;now();timestamp with time zone;;;false;operational_insights_interactions;BASE TABLE;9;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;false;operational_insights_interactions;BASE TABLE;10;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;payment_gateway_logs;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;payment_gateway_logs;BASE TABLE;2;public;uuid;pg_catalog
;gateway_id;;uuid;;;false;payment_gateway_logs;BASE TABLE;3;public;uuid;pg_catalog
pg_catalog.default;event;;text;;;true;payment_gateway_logs;BASE TABLE;4;public;text;pg_catalog
pg_catalog.default;status;;text;;;true;payment_gateway_logs;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;message;;text;;;false;payment_gateway_logs;BASE TABLE;6;public;text;pg_catalog
;payload;;jsonb;;;false;payment_gateway_logs;BASE TABLE;7;public;jsonb;pg_catalog
;created_at;now();timestamp with time zone;;;true;payment_gateway_logs;BASE TABLE;8;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;payment_gateways;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;payment_gateways;BASE TABLE;2;public;uuid;pg_catalog
pg_catalog.default;provider;;text;;;true;payment_gateways;BASE TABLE;3;public;text;pg_catalog
pg_catalog.default;name;;text;;;true;payment_gateways;BASE TABLE;4;public;text;pg_catalog
;credentials;'{}'::jsonb;jsonb;;;true;payment_gateways;BASE TABLE;5;public;jsonb;pg_catalog
;methods;"'{""pix"": true, ""cash"": false, ""in_person"": false, ""debit_card"": false, ""credit_card"": false, ""payment_link"": false}'::jsonb";jsonb;;;true;payment_gateways;BASE TABLE;6;public;jsonb;pg_catalog
;pix_settings;'{}'::jsonb;jsonb;;;true;payment_gateways;BASE TABLE;7;public;jsonb;pg_catalog
pg_catalog.default;webhook_url;;text;;;false;payment_gateways;BASE TABLE;8;public;text;pg_catalog
pg_catalog.default;webhook_secret;;text;;;false;payment_gateways;BASE TABLE;9;public;text;pg_catalog
pg_catalog.default;environment;'production'::text;text;;;true;payment_gateways;BASE TABLE;10;public;text;pg_catalog
;is_primary;false;boolean;;;true;payment_gateways;BASE TABLE;11;public;bool;pg_catalog
;is_active;true;boolean;;;true;payment_gateways;BASE TABLE;12;public;bool;pg_catalog
pg_catalog.default;status;'pending'::text;text;;;true;payment_gateways;BASE TABLE;13;public;text;pg_catalog
pg_catalog.default;status_message;;text;;;false;payment_gateways;BASE TABLE;14;public;text;pg_catalog
;last_sync_at;;timestamp with time zone;;;false;payment_gateways;BASE TABLE;15;public;timestamptz;pg_catalog
;last_event_at;;timestamp with time zone;;;false;payment_gateways;BASE TABLE;16;public;timestamptz;pg_catalog
;last_payment_at;;timestamp with time zone;;;false;payment_gateways;BASE TABLE;17;public;timestamptz;pg_catalog
;created_at;now();timestamp with time zone;;;true;payment_gateways;BASE TABLE;18;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;payment_gateways;BASE TABLE;19;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;payment_receipts;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;payment_receipts;BASE TABLE;2;public;uuid;pg_catalog
;appointment_id;;uuid;;;false;payment_receipts;BASE TABLE;3;public;uuid;pg_catalog
;customer_id;;uuid;;;false;payment_receipts;BASE TABLE;4;public;uuid;pg_catalog
pg_catalog.default;method;'pix'::text;text;;;true;payment_receipts;BASE TABLE;5;public;text;pg_catalog
;amount;;numeric(12,2);;;false;payment_receipts;BASE TABLE;6;public;numeric;pg_catalog
pg_catalog.default;file_path;;text;;;true;payment_receipts;BASE TABLE;7;public;text;pg_catalog
pg_catalog.default;file_name;;text;;;false;payment_receipts;BASE TABLE;8;public;text;pg_catalog
pg_catalog.default;mime_type;;text;;;false;payment_receipts;BASE TABLE;9;public;text;pg_catalog
;file_size;;integer;;;false;payment_receipts;BASE TABLE;10;public;int4;pg_catalog
pg_catalog.default;notes;;text;;;false;payment_receipts;BASE TABLE;11;public;text;pg_catalog
pg_catalog.default;status;'pending'::text;text;;;true;payment_receipts;BASE TABLE;12;public;text;pg_catalog
;sent_via_whatsapp;false;boolean;;;true;payment_receipts;BASE TABLE;13;public;bool;pg_catalog
;uploaded_by;;uuid;;;false;payment_receipts;BASE TABLE;14;public;uuid;pg_catalog
;reviewed_by;;uuid;;;false;payment_receipts;BASE TABLE;15;public;uuid;pg_catalog
;reviewed_at;;timestamp with time zone;;;false;payment_receipts;BASE TABLE;16;public;timestamptz;pg_catalog
;created_at;now();timestamp with time zone;;;true;payment_receipts;BASE TABLE;17;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;payment_receipts;BASE TABLE;18;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;permissions;BASE TABLE;1;public;uuid;pg_catalog
pg_catalog.default;key;;text;;;true;permissions;BASE TABLE;2;public;text;pg_catalog
pg_catalog.default;name;;text;;;true;permissions;BASE TABLE;3;public;text;pg_catalog
pg_catalog.default;description;;text;;;false;permissions;BASE TABLE;4;public;text;pg_catalog
pg_catalog.default;category;;text;;;true;permissions;BASE TABLE;5;public;text;pg_catalog
;created_at;now();timestamp with time zone;;;false;permissions;BASE TABLE;6;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;plans;BASE TABLE;1;public;uuid;pg_catalog
pg_catalog.default;name;;text;;;true;plans;BASE TABLE;2;public;text;pg_catalog
pg_catalog.default;description;;text;;;false;plans;BASE TABLE;3;public;text;pg_catalog
;price_monthly;0;numeric(10,2);;;true;plans;BASE TABLE;4;public;numeric;pg_catalog
;price_yearly;0;numeric(10,2);;;true;plans;BASE TABLE;5;public;numeric;pg_catalog
;features;'{}'::jsonb;jsonb;;;true;plans;BASE TABLE;6;public;jsonb;pg_catalog
;limits;'{}'::jsonb;jsonb;;;true;plans;BASE TABLE;7;public;jsonb;pg_catalog
;active;true;boolean;;;false;plans;BASE TABLE;8;public;bool;pg_catalog
;created_at;now();timestamp with time zone;;;true;plans;BASE TABLE;9;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;plans;BASE TABLE;10;public;timestamptz;pg_catalog
pg_catalog.default;slug;;text;;;false;plans;BASE TABLE;11;public;text;pg_catalog
;tier;0;integer;;;true;plans;BASE TABLE;12;public;int4;pg_catalog
;allowed_modules;'[]'::jsonb;jsonb;;;true;plans;BASE TABLE;13;public;jsonb;pg_catalog
;max_barbers;;integer;;;false;plans;BASE TABLE;14;public;int4;pg_catalog
;is_recommended;false;boolean;;;true;plans;BASE TABLE;15;public;bool;pg_catalog
;automation_limit;0;integer;;;false;plans;BASE TABLE;16;public;int4;pg_catalog
pg_catalog.default;stripe_price_id_test;;text;;;false;plans;BASE TABLE;17;public;text;pg_catalog
pg_catalog.default;stripe_price_id_live;;text;;;false;plans;BASE TABLE;18;public;text;pg_catalog
;max_addons;3;integer;;;true;plans;BASE TABLE;19;public;int4;pg_catalog
;id;gen_random_uuid();uuid;;;true;privacy_consents;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;false;privacy_consents;BASE TABLE;2;public;uuid;pg_catalog
;customer_id;;uuid;;;false;privacy_consents;BASE TABLE;3;public;uuid;pg_catalog
;user_id;;uuid;;;false;privacy_consents;BASE TABLE;4;public;uuid;pg_catalog
pg_catalog.default;ip;;text;;;false;privacy_consents;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;user_agent;;text;;;false;privacy_consents;BASE TABLE;6;public;text;pg_catalog
;accepted_terms;false;boolean;;;true;privacy_consents;BASE TABLE;7;public;bool;pg_catalog
;accepted_privacy;false;boolean;;;true;privacy_consents;BASE TABLE;8;public;bool;pg_catalog
;allow_marketing;false;boolean;;;true;privacy_consents;BASE TABLE;9;public;bool;pg_catalog
;allow_notifications;true;boolean;;;true;privacy_consents;BASE TABLE;10;public;bool;pg_catalog
pg_catalog.default;source;;text;;;false;privacy_consents;BASE TABLE;11;public;text;pg_catalog
;accepted_at;now();timestamp with time zone;;;true;privacy_consents;BASE TABLE;12;public;timestamptz;pg_catalog
;created_at;now();timestamp with time zone;;;true;privacy_consents;BASE TABLE;13;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;product_images;BASE TABLE;1;public;uuid;pg_catalog
;product_id;;uuid;;;true;product_images;BASE TABLE;2;public;uuid;pg_catalog
pg_catalog.default;image_url;;text;;;true;product_images;BASE TABLE;3;public;text;pg_catalog
;sort_order;0;integer;;;false;product_images;BASE TABLE;4;public;int4;pg_catalog
;created_at;now();timestamp with time zone;;;true;product_images;BASE TABLE;5;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;product_sales;BASE TABLE;1;public;uuid;pg_catalog
;user_id;;uuid;;;true;product_sales;BASE TABLE;2;public;uuid;pg_catalog
;customer_id;;uuid;;;false;product_sales;BASE TABLE;3;public;uuid;pg_catalog
;total_amount;;numeric(10,2);;;true;product_sales;BASE TABLE;4;public;numeric;pg_catalog
;status;'completed'::product_sale_status;product_sale_status;;;true;product_sales;BASE TABLE;5;public;product_sale_status;public
;items;;jsonb;;;true;product_sales;BASE TABLE;6;public;jsonb;pg_catalog
pg_catalog.default;pix_key;;text;;;false;product_sales;BASE TABLE;7;public;text;pg_catalog
;created_at;now();timestamp with time zone;;;true;product_sales;BASE TABLE;8;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;product_sales;BASE TABLE;9;public;timestamptz;pg_catalog
;refund_requested_at;;timestamp with time zone;;;false;product_sales;BASE TABLE;10;public;timestamptz;pg_catalog
pg_catalog.default;refund_reason;;text;;;false;product_sales;BASE TABLE;11;public;text;pg_catalog
;barber_id;;uuid;;;false;product_sales;BASE TABLE;12;public;uuid;pg_catalog
;tenant_id;;uuid;;;false;product_sales;BASE TABLE;13;public;uuid;pg_catalog
;appointment_id;;uuid;;;false;product_sales;BASE TABLE;14;public;uuid;pg_catalog
;id;gen_random_uuid();uuid;;;true;products;BASE TABLE;1;public;uuid;pg_catalog
;user_id;;uuid;;;true;products;BASE TABLE;2;public;uuid;pg_catalog
pg_catalog.default;name;;text;;;true;products;BASE TABLE;3;public;text;pg_catalog
pg_catalog.default;description;;text;;;false;products;BASE TABLE;4;public;text;pg_catalog
;price;0;numeric;;;true;products;BASE TABLE;5;public;numeric;pg_catalog
;stock_quantity;0;integer;;;true;products;BASE TABLE;6;public;int4;pg_catalog
pg_catalog.default;image_url;;text;;;false;products;BASE TABLE;7;public;text;pg_catalog
;active;true;boolean;;;true;products;BASE TABLE;8;public;bool;pg_catalog
;created_at;now();timestamp with time zone;;;true;products;BASE TABLE;9;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;products;BASE TABLE;10;public;timestamptz;pg_catalog
pg_catalog.default;slug;;text;;;false;products;BASE TABLE;11;public;text;pg_catalog
pg_catalog.default;short_description;;text;;;false;products;BASE TABLE;12;public;text;pg_catalog
pg_catalog.default;category;;text;;;false;products;BASE TABLE;13;public;text;pg_catalog
pg_catalog.default;brand;;text;;;false;products;BASE TABLE;14;public;text;pg_catalog
;promotional_price;;numeric;;;false;products;BASE TABLE;15;public;numeric;pg_catalog
;featured;false;boolean;;;false;products;BASE TABLE;16;public;bool;pg_catalog
pg_catalog.default;badge;;text;;;false;products;BASE TABLE;17;public;text;pg_catalog
;id;gen_random_uuid();uuid;;;true;professional_time_off;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;professional_time_off;BASE TABLE;2;public;uuid;pg_catalog
;professional_id;;uuid;;;true;professional_time_off;BASE TABLE;3;public;uuid;pg_catalog
;type;'personal_block'::time_off_type;time_off_type;;;true;professional_time_off;BASE TABLE;4;public;time_off_type;public
pg_catalog.default;title;;text;;;false;professional_time_off;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;description;;text;;;false;professional_time_off;BASE TABLE;6;public;text;pg_catalog
;starts_at;;timestamp with time zone;;;true;professional_time_off;BASE TABLE;7;public;timestamptz;pg_catalog
;ends_at;;timestamp with time zone;;;true;professional_time_off;BASE TABLE;8;public;timestamptz;pg_catalog
;all_day;false;boolean;;;false;professional_time_off;BASE TABLE;9;public;bool;pg_catalog
pg_catalog.default;recurrence_rule;;text;;;false;professional_time_off;BASE TABLE;10;public;text;pg_catalog
;status;'scheduled'::time_off_status;time_off_status;;;true;professional_time_off;BASE TABLE;11;public;time_off_status;public
;approval_status;'approved'::approval_status;approval_status;;;true;professional_time_off;BASE TABLE;12;public;approval_status;public
;requested_by;;uuid;;;false;professional_time_off;BASE TABLE;13;public;uuid;pg_catalog
;approved_by;;uuid;;;false;professional_time_off;BASE TABLE;14;public;uuid;pg_catalog
;approved_at;;timestamp with time zone;;;false;professional_time_off;BASE TABLE;15;public;timestamptz;pg_catalog
pg_catalog.default;cancellation_reason;;text;;;false;professional_time_off;BASE TABLE;16;public;text;pg_catalog
;cancelled_by;;uuid;;;false;professional_time_off;BASE TABLE;17;public;uuid;pg_catalog
;cancelled_at;;timestamp with time zone;;;false;professional_time_off;BASE TABLE;18;public;timestamptz;pg_catalog
;metadata;'{}'::jsonb;jsonb;;;false;professional_time_off;BASE TABLE;19;public;jsonb;pg_catalog
;created_at;now();timestamp with time zone;;;true;professional_time_off;BASE TABLE;20;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;professional_time_off;BASE TABLE;21;public;timestamptz;pg_catalog
;id;;uuid;;;true;profiles;BASE TABLE;1;public;uuid;pg_catalog
pg_catalog.default;business_name;;text;;;false;profiles;BASE TABLE;2;public;text;pg_catalog
;created_at;timezone('utc'::text, now());timestamp with time zone;;;true;profiles;BASE TABLE;3;public;timestamptz;pg_catalog
;updated_at;timezone('utc'::text, now());timestamp with time zone;;;true;profiles;BASE TABLE;4;public;timestamptz;pg_catalog
pg_catalog.default;plan;'free'::text;text;;;false;profiles;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;whatsapp_number;;text;;;false;profiles;BASE TABLE;6;public;text;pg_catalog
;whatsapp_enabled;false;boolean;;;false;profiles;BASE TABLE;7;public;bool;pg_catalog
pg_catalog.default;payment_gateway_provider;;text;;;false;profiles;BASE TABLE;8;public;text;pg_catalog
pg_catalog.default;payment_gateway_key;;text;;;false;profiles;BASE TABLE;9;public;text;pg_catalog
pg_catalog.default;primary_color;'#7c3aed'::text;text;;;false;profiles;BASE TABLE;10;public;text;pg_catalog
pg_catalog.default;secondary_color;'#f4f4f5'::text;text;;;false;profiles;BASE TABLE;11;public;text;pg_catalog
pg_catalog.default;logo_url;;text;;;false;profiles;BASE TABLE;12;public;text;pg_catalog
pg_catalog.default;slug;;text;;;false;profiles;BASE TABLE;13;public;text;pg_catalog
pg_catalog.default;scheduling_mode;'automatic'::text;text;;;false;profiles;BASE TABLE;14;public;text;pg_catalog
;cashback_enabled;false;boolean;;;true;profiles;BASE TABLE;15;public;bool;pg_catalog
;cashback_percentage;0;numeric;;;true;profiles;BASE TABLE;16;public;numeric;pg_catalog
pg_catalog.default;address;;text;;;false;profiles;BASE TABLE;17;public;text;pg_catalog
pg_catalog.default;google_maps_url;;text;;;false;profiles;BASE TABLE;18;public;text;pg_catalog
;free_service_threshold;10;integer;;;false;profiles;BASE TABLE;19;public;int4;pg_catalog
pg_catalog.default;font_family;'Inter'::text;text;;;false;profiles;BASE TABLE;20;public;text;pg_catalog
pg_catalog.default;font_size;'16px'::text;text;;;false;profiles;BASE TABLE;21;public;text;pg_catalog
pg_catalog.default;font_color;'#000000'::text;text;;;false;profiles;BASE TABLE;22;public;text;pg_catalog
pg_catalog.default;role;'client'::text;text;;;false;profiles;BASE TABLE;23;public;text;pg_catalog
pg_catalog.default;pix_key;;text;;;false;profiles;BASE TABLE;24;public;text;pg_catalog
pg_catalog.default;pix_qr_code_url;;text;;;false;profiles;BASE TABLE;25;public;text;pg_catalog
pg_catalog.default;status;'active'::text;text;;;false;profiles;BASE TABLE;26;public;text;pg_catalog
;blocked_at;;timestamp with time zone;;;false;profiles;BASE TABLE;27;public;timestamptz;pg_catalog
pg_catalog.default;suspension_reason;;text;;;false;profiles;BASE TABLE;28;public;text;pg_catalog
;tenant_id;;uuid;;;false;profiles;BASE TABLE;29;public;uuid;pg_catalog
pg_catalog.default;responsible_name;;text;;;false;profiles;BASE TABLE;30;public;text;pg_catalog
pg_catalog.default;barbers_range;;text;;;false;profiles;BASE TABLE;31;public;text;pg_catalog
;trial_end;;timestamp with time zone;;;false;profiles;BASE TABLE;32;public;timestamptz;pg_catalog
pg_catalog.default;email;;text;;;false;profiles;BASE TABLE;33;public;text;pg_catalog
;trial_start;now();timestamp with time zone;;;false;profiles;BASE TABLE;34;public;timestamptz;pg_catalog
pg_catalog.default;effective_plan;'pro'::text;text;;;false;profiles;BASE TABLE;35;public;text;pg_catalog
pg_catalog.default;selected_plan;'free'::text;text;;;false;profiles;BASE TABLE;36;public;text;pg_catalog
pg_catalog.default;barbershop_logo_url;;text;;;false;profiles;BASE TABLE;37;public;text;pg_catalog
;opening_date;;date;;;false;profiles;BASE TABLE;38;public;date;pg_catalog
;cancellation_window_hours;2;integer;;;false;profiles;BASE TABLE;39;public;int4;pg_catalog
pg_catalog.default;cashback_type;'percentage'::text;text;;;false;profiles;BASE TABLE;40;public;text;pg_catalog
;cashback_fixed_value;0;numeric(10,2);;;false;profiles;BASE TABLE;41;public;numeric;pg_catalog
;cashback_minimum_amount;0;numeric(10,2);;;false;profiles;BASE TABLE;42;public;numeric;pg_catalog
;cashback_expiration_days;;integer;;;false;profiles;BASE TABLE;43;public;int4;pg_catalog
pg_catalog.default;loyalty_mode;'none'::text;text;;;true;profiles;BASE TABLE;44;public;text;pg_catalog
pg_catalog.default;commission_base;'gross'::text;text;;;true;profiles;BASE TABLE;45;public;text;pg_catalog
;barber_can_cancel;false;boolean;;;false;profiles;BASE TABLE;46;public;bool;pg_catalog
;barber_can_reschedule;false;boolean;;;false;profiles;BASE TABLE;47;public;bool;pg_catalog
;social_links;'{}'::jsonb;jsonb;;;true;profiles;BASE TABLE;48;public;jsonb;pg_catalog
pg_catalog.default;avatar_url;;text;;;false;profiles;BASE TABLE;49;public;text;pg_catalog
;allow_notifications_on_business_phone;false;boolean;;;true;profiles;BASE TABLE;50;public;bool;pg_catalog
;loyalty_reward_value;10.00;numeric(10,2);;;true;profiles;BASE TABLE;51;public;numeric;pg_catalog
pg_catalog.default;gallery_images;'{}'::text[];text[];;;true;profiles;BASE TABLE;52;public;_text;pg_catalog
pg_catalog.default;checkin_token;;text;;;false;profiles;BASE TABLE;53;public;text;pg_catalog
;is_internal_test_tenant;false;boolean;;;true;profiles;BASE TABLE;54;public;bool;pg_catalog
;walkin_send_notifications;false;boolean;;;true;profiles;BASE TABLE;55;public;bool;pg_catalog
;slot_buffer_minutes;0;integer;;;true;profiles;BASE TABLE;56;public;int4;pg_catalog
;portal_before_after;'[]'::jsonb;jsonb;;;true;profiles;BASE TABLE;57;public;jsonb;pg_catalog
;portal_events;'[]'::jsonb;jsonb;;;true;profiles;BASE TABLE;58;public;jsonb;pg_catalog
;portal_partners;'[]'::jsonb;jsonb;;;true;profiles;BASE TABLE;59;public;jsonb;pg_catalog
;identity_status;'legacy'::identity_status;identity_status;;;false;profiles;BASE TABLE;60;public;identity_status;public
pg_catalog.default;display_name;;text;;;false;profiles;BASE TABLE;61;public;text;pg_catalog
pg_catalog.default;phone;;text;;;false;profiles;BASE TABLE;62;public;text;pg_catalog
pg_catalog.default;contact_email;;text;;;false;profiles;BASE TABLE;63;public;text;pg_catalog
;id;gen_random_uuid();uuid;;;true;push_subscriptions;BASE TABLE;1;public;uuid;pg_catalog
;user_id;;uuid;;;false;push_subscriptions;BASE TABLE;2;public;uuid;pg_catalog
pg_catalog.default;customer_phone;;text;;;false;push_subscriptions;BASE TABLE;3;public;text;pg_catalog
;tenant_id;;uuid;;;false;push_subscriptions;BASE TABLE;4;public;uuid;pg_catalog
pg_catalog.default;endpoint;;text;;;true;push_subscriptions;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;p256dh;;text;;;true;push_subscriptions;BASE TABLE;6;public;text;pg_catalog
pg_catalog.default;auth;;text;;;true;push_subscriptions;BASE TABLE;7;public;text;pg_catalog
pg_catalog.default;user_agent;;text;;;false;push_subscriptions;BASE TABLE;8;public;text;pg_catalog
pg_catalog.default;audience;'customer'::text;text;;;true;push_subscriptions;BASE TABLE;9;public;text;pg_catalog
;active;true;boolean;;;true;push_subscriptions;BASE TABLE;10;public;bool;pg_catalog
;last_seen_at;now();timestamp with time zone;;;true;push_subscriptions;BASE TABLE;11;public;timestamptz;pg_catalog
;created_at;now();timestamp with time zone;;;true;push_subscriptions;BASE TABLE;12;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;push_subscriptions;BASE TABLE;13;public;timestamptz;pg_catalog
;id;nextval('rate_limit_hits_id_seq'::regclass);bigint;;;true;rate_limit_hits;BASE TABLE;1;public;int8;pg_catalog
pg_catalog.default;bucket;;text;;;true;rate_limit_hits;BASE TABLE;2;public;text;pg_catalog
pg_catalog.default;key;;text;;;true;rate_limit_hits;BASE TABLE;3;public;text;pg_catalog
;hit_at;now();timestamp with time zone;;;true;rate_limit_hits;BASE TABLE;4;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;reception_permissions;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;reception_permissions;BASE TABLE;2;public;uuid;pg_catalog
;user_id;;uuid;;;true;reception_permissions;BASE TABLE;3;public;uuid;pg_catalog
;permissions;'{}'::jsonb;jsonb;;;true;reception_permissions;BASE TABLE;4;public;jsonb;pg_catalog
;is_active;true;boolean;;;true;reception_permissions;BASE TABLE;5;public;bool;pg_catalog
;created_at;now();timestamp with time zone;;;true;reception_permissions;BASE TABLE;6;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;reception_permissions;BASE TABLE;7;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;refund_audits;BASE TABLE;1;public;uuid;pg_catalog
;refund_id;;uuid;;;true;refund_audits;BASE TABLE;2;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;refund_audits;BASE TABLE;3;public;uuid;pg_catalog
;changed_by_id;;uuid;;;false;refund_audits;BASE TABLE;4;public;uuid;pg_catalog
pg_catalog.default;changed_by_type;;text;;;true;refund_audits;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;old_status;;text;;;false;refund_audits;BASE TABLE;6;public;text;pg_catalog
pg_catalog.default;new_status;;text;;;true;refund_audits;BASE TABLE;7;public;text;pg_catalog
;changes;;jsonb;;;false;refund_audits;BASE TABLE;8;public;jsonb;pg_catalog
;created_at;now();timestamp with time zone;;;false;refund_audits;BASE TABLE;9;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;refund_requests;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;refund_requests;BASE TABLE;2;public;uuid;pg_catalog
;customer_id;;uuid;;;true;refund_requests;BASE TABLE;3;public;uuid;pg_catalog
;appointment_id;;uuid;;;true;refund_requests;BASE TABLE;4;public;uuid;pg_catalog
;amount;;numeric(10,2);;;true;refund_requests;BASE TABLE;5;public;numeric;pg_catalog
pg_catalog.default;payment_method;;text;;;true;refund_requests;BASE TABLE;6;public;text;pg_catalog
pg_catalog.default;status;'pending'::text;text;;;true;refund_requests;BASE TABLE;7;public;text;pg_catalog
;requested_at;now();timestamp with time zone;;;true;refund_requests;BASE TABLE;8;public;timestamptz;pg_catalog
;processed_at;;timestamp with time zone;;;false;refund_requests;BASE TABLE;9;public;timestamptz;pg_catalog
pg_catalog.default;notes;;text;;;false;refund_requests;BASE TABLE;10;public;text;pg_catalog
;created_at;now();timestamp with time zone;;;true;refund_requests;BASE TABLE;11;public;timestamptz;pg_catalog
pg_catalog.default;payment_id;;text;;;false;refund_requests;BASE TABLE;12;public;text;pg_catalog
pg_catalog.default;refund_method;;text;;;false;refund_requests;BASE TABLE;13;public;text;pg_catalog
pg_catalog.default;admin_notes;;text;;;false;refund_requests;BASE TABLE;14;public;text;pg_catalog
;completed_at;;timestamp with time zone;;;false;refund_requests;BASE TABLE;15;public;timestamptz;pg_catalog
pg_catalog.default;pix_key;;text;;;false;refund_requests;BASE TABLE;16;public;text;pg_catalog
pg_catalog.default;pix_type;;text;;;false;refund_requests;BASE TABLE;17;public;text;pg_catalog
pg_catalog.default;holder_name;;text;;;false;refund_requests;BASE TABLE;18;public;text;pg_catalog
;id;gen_random_uuid();uuid;;;true;resend_settings;BASE TABLE;1;public;uuid;pg_catalog
pg_catalog.default;from_name;'Barbex'::text;text;;;true;resend_settings;BASE TABLE;2;public;text;pg_catalog
pg_catalog.default;from_email;'noreply@notify.barbex.shop'::text;text;;;true;resend_settings;BASE TABLE;3;public;text;pg_catalog
pg_catalog.default;domain;'notify.barbex.shop'::text;text;;;true;resend_settings;BASE TABLE;4;public;text;pg_catalog
;is_domain_verified;false;boolean;;;false;resend_settings;BASE TABLE;5;public;bool;pg_catalog
;last_test_at;;timestamp with time zone;;;false;resend_settings;BASE TABLE;6;public;timestamptz;pg_catalog
;created_at;now();timestamp with time zone;;;false;resend_settings;BASE TABLE;7;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;false;resend_settings;BASE TABLE;8;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;review_automation_logs;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;review_automation_logs;BASE TABLE;2;public;uuid;pg_catalog
;appointment_id;;uuid;;;true;review_automation_logs;BASE TABLE;3;public;uuid;pg_catalog
;customer_id;;uuid;;;false;review_automation_logs;BASE TABLE;4;public;uuid;pg_catalog
pg_catalog.default;channel;'whatsapp'::text;text;;;true;review_automation_logs;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;status;;text;;;true;review_automation_logs;BASE TABLE;6;public;text;pg_catalog
pg_catalog.default;reason;;text;;;false;review_automation_logs;BASE TABLE;7;public;text;pg_catalog
;review_id;;uuid;;;false;review_automation_logs;BASE TABLE;8;public;uuid;pg_catalog
pg_catalog.default;provider_message_id;;text;;;false;review_automation_logs;BASE TABLE;9;public;text;pg_catalog
pg_catalog.default;error_message;;text;;;false;review_automation_logs;BASE TABLE;10;public;text;pg_catalog
;sent_at;now();timestamp with time zone;;;true;review_automation_logs;BASE TABLE;11;public;timestamptz;pg_catalog
;created_at;now();timestamp with time zone;;;true;review_automation_logs;BASE TABLE;12;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;role_permissions;BASE TABLE;1;public;uuid;pg_catalog
;role;;app_role;;;true;role_permissions;BASE TABLE;2;public;app_role;public
pg_catalog.default;permission_key;;text;;;true;role_permissions;BASE TABLE;3;public;text;pg_catalog
;created_at;now();timestamp with time zone;;;false;role_permissions;BASE TABLE;4;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;saas_addons;BASE TABLE;1;public;uuid;pg_catalog
pg_catalog.default;addon_key;;text;;;true;saas_addons;BASE TABLE;2;public;text;pg_catalog
